System timestamp: 2022-01-31 21:37:39.060305, Packet Type: 00, Millisec: 0, Sec: 0, Error Val: 251, Error Calc: 251, Error: False, Millideg: 9431, Degrees: 9
System timestamp: 2022-01-31 21:37:39.070302, Packet Type: 00, Millisec: 75, Sec: 0, Error Val: 47, Error Calc: 47, Error: False, Millideg: 9153, Degrees: 9
System timestamp: 2022-01-31 21:37:39.071304, Packet Type: 00, Millisec: 80, Sec: 0, Error Val: 50, Error Calc: 50, Error: False, Millideg: 9151, Degrees: 9
System timestamp: 2022-01-31 21:37:39.071304, Packet Type: 00, Millisec: 85, Sec: 0, Error Val: 105, Error Calc: 105, Error: False, Millideg: 9966, Degrees: 9
System timestamp: 2022-01-31 21:37:39.072303, Packet Type: 00, Millisec: 90, Sec: 0, Error Val: 30, Error Calc: 30, Error: False, Millideg: 9886, Degrees: 9
System timestamp: 2022-01-31 21:37:39.072303, Packet Type: 00, Millisec: 95, Sec: 0, Error Val: 113, Error Calc: 113, Error: False, Millideg: 9454, Degrees: 9
System timestamp: 2022-01-31 21:37:39.073301, Packet Type: 00, Millisec: 100, Sec: 0, Error Val: 84, Error Calc: 84, Error: False, Millideg: 9420, Degrees: 9
System timestamp: 2022-01-31 21:37:39.073301, Packet Type: 00, Millisec: 105, Sec: 0, Error Val: 61, Error Calc: 61, Error: False, Millideg: 9392, Degrees: 9
System timestamp: 2022-01-31 21:37:39.074302, Packet Type: 00, Millisec: 110, Sec: 0, Error Val: 77, Error Calc: 77, Error: False, Millideg: 9403, Degrees: 9
System timestamp: 2022-01-31 21:37:39.075303, Packet Type: 00, Millisec: 115, Sec: 0, Error Val: 204, Error Calc: 204, Error: False, Millideg: 9014, Degrees: 9
System timestamp: 2022-01-31 21:37:39.075303, Packet Type: 00, Millisec: 120, Sec: 0, Error Val: 93, Error Calc: 93, Error: False, Millideg: 9409, Degrees: 9
System timestamp: 2022-01-31 21:37:39.076302, Packet Type: 00, Millisec: 125, Sec: 0, Error Val: 92, Error Calc: 92, Error: False, Millideg: 9148, Degrees: 9
System timestamp: 2022-01-31 21:37:39.076302, Packet Type: 00, Millisec: 130, Sec: 0, Error Val: 243, Error Calc: 243, Error: False, Millideg: 9548, Degrees: 9
System timestamp: 2022-01-31 21:37:39.077301, Packet Type: 00, Millisec: 135, Sec: 0, Error Val: 136, Error Calc: 136, Error: False, Millideg: 9947, Degrees: 9
System timestamp: 2022-01-31 21:37:39.077301, Packet Type: 00, Millisec: 140, Sec: 0, Error Val: 198, Error Calc: 198, Error: False, Millideg: 9748, Degrees: 9
System timestamp: 2022-01-31 21:37:39.078302, Packet Type: 00, Millisec: 145, Sec: 0, Error Val: 16, Error Calc: 16, Error: False, Millideg: 9052, Degrees: 9
System timestamp: 2022-01-31 21:37:39.079302, Packet Type: 00, Millisec: 150, Sec: 0, Error Val: 251, Error Calc: 251, Error: False, Millideg: 9791, Degrees: 9
System timestamp: 2022-01-31 21:37:39.079302, Packet Type: 00, Millisec: 155, Sec: 0, Error Val: 184, Error Calc: 184, Error: False, Millideg: 9720, Degrees: 9
System timestamp: 2022-01-31 21:37:39.080302, Packet Type: 00, Millisec: 160, Sec: 0, Error Val: 130, Error Calc: 130, Error: False, Millideg: 9916, Degrees: 9
System timestamp: 2022-01-31 21:37:39.080302, Packet Type: 00, Millisec: 165, Sec: 0, Error Val: 20, Error Calc: 20, Error: False, Millideg: 9036, Degrees: 9
System timestamp: 2022-01-31 21:37:39.081302, Packet Type: 00, Millisec: 170, Sec: 0, Error Val: 7, Error Calc: 7, Error: False, Millideg: 9528, Degrees: 9
System timestamp: 2022-01-31 21:37:39.081302, Packet Type: 00, Millisec: 175, Sec: 0, Error Val: 14, Error Calc: 14, Error: False, Millideg: 9020, Degrees: 9
System timestamp: 2022-01-31 21:37:39.082301, Packet Type: 00, Millisec: 180, Sec: 0, Error Val: 222, Error Calc: 222, Error: False, Millideg: 9987, Degrees: 9
System timestamp: 2022-01-31 21:37:39.082301, Packet Type: 00, Millisec: 185, Sec: 0, Error Val: 195, Error Calc: 195, Error: False, Millideg: 9701, Degrees: 9
System timestamp: 2022-01-31 21:37:39.083302, Packet Type: 00, Millisec: 190, Sec: 0, Error Val: 211, Error Calc: 211, Error: False, Millideg: 9967, Degrees: 9
System timestamp: 2022-01-31 21:37:39.083302, Packet Type: 00, Millisec: 195, Sec: 0, Error Val: 231, Error Calc: 231, Error: False, Millideg: 9727, Degrees: 9
System timestamp: 2022-01-31 21:37:39.084302, Packet Type: 00, Millisec: 200, Sec: 0, Error Val: 73, Error Calc: 73, Error: False, Millideg: 9564, Degrees: 9
System timestamp: 2022-01-31 21:37:39.084302, Packet Type: 00, Millisec: 205, Sec: 0, Error Val: 255, Error Calc: 255, Error: False, Millideg: 9485, Degrees: 9
System timestamp: 2022-01-31 21:37:39.085302, Packet Type: 00, Millisec: 210, Sec: 0, Error Val: 5, Error Calc: 5, Error: False, Millideg: 9231, Degrees: 9
System timestamp: 2022-01-31 21:37:39.085302, Packet Type: 00, Millisec: 215, Sec: 0, Error Val: 43, Error Calc: 43, Error: False, Millideg: 9264, Degrees: 9
System timestamp: 2022-01-31 21:37:39.086304, Packet Type: 00, Millisec: 220, Sec: 0, Error Val: 89, Error Calc: 89, Error: False, Millideg: 9050, Degrees: 9
System timestamp: 2022-01-31 21:37:39.086304, Packet Type: 00, Millisec: 225, Sec: 0, Error Val: 17, Error Calc: 17, Error: False, Millideg: 9738, Degrees: 9
System timestamp: 2022-01-31 21:37:39.087303, Packet Type: 00, Millisec: 230, Sec: 0, Error Val: 19, Error Calc: 19, Error: False, Millideg: 9990, Degrees: 9
System timestamp: 2022-01-31 21:37:39.087303, Packet Type: 00, Millisec: 235, Sec: 0, Error Val: 249, Error Calc: 249, Error: False, Millideg: 9705, Degrees: 9
System timestamp: 2022-01-31 21:37:39.088301, Packet Type: 00, Millisec: 240, Sec: 0, Error Val: 166, Error Calc: 166, Error: False, Millideg: 9617, Degrees: 9
System timestamp: 2022-01-31 21:37:39.088301, Packet Type: 00, Millisec: 245, Sec: 0, Error Val: 219, Error Calc: 219, Error: False, Millideg: 9410, Degrees: 9
System timestamp: 2022-01-31 21:37:39.089302, Packet Type: 00, Millisec: 250, Sec: 0, Error Val: 0, Error Calc: 0, Error: False, Millideg: 9952, Degrees: 9
System timestamp: 2022-01-31 21:37:39.090302, Packet Type: 00, Millisec: 255, Sec: 0, Error Val: 95, Error Calc: 95, Error: False, Millideg: 9531, Degrees: 9
System timestamp: 2022-01-31 21:37:39.090302, Packet Type: 00, Millisec: 260, Sec: 0, Error Val: 236, Error Calc: 236, Error: False, Millideg: 9666, Degrees: 9
System timestamp: 2022-01-31 21:37:39.091305, Packet Type: 00, Millisec: 265, Sec: 0, Error Val: 138, Error Calc: 138, Error: False, Millideg: 9818, Degrees: 9
System timestamp: 2022-01-31 21:37:39.091305, Packet Type: 00, Millisec: 270, Sec: 0, Error Val: 231, Error Calc: 231, Error: False, Millideg: 9396, Degrees: 9
System timestamp: 2022-01-31 21:37:39.092304, Packet Type: 00, Millisec: 275, Sec: 0, Error Val: 97, Error Calc: 97, Error: False, Millideg: 9512, Degrees: 9
System timestamp: 2022-01-31 21:37:39.092304, Packet Type: 00, Millisec: 280, Sec: 0, Error Val: 16, Error Calc: 16, Error: False, Millideg: 9937, Degrees: 9
System timestamp: 2022-01-31 21:37:39.093304, Packet Type: 00, Millisec: 285, Sec: 0, Error Val: 173, Error Calc: 173, Error: False, Millideg: 9323, Degrees: 9
System timestamp: 2022-01-31 21:37:39.093304, Packet Type: 00, Millisec: 290, Sec: 0, Error Val: 4, Error Calc: 4, Error: False, Millideg: 9915, Degrees: 9
System timestamp: 2022-01-31 21:37:39.094304, Packet Type: 00, Millisec: 295, Sec: 0, Error Val: 201, Error Calc: 201, Error: False, Millideg: 9086, Degrees: 9
System timestamp: 2022-01-31 21:37:39.094304, Packet Type: 00, Millisec: 300, Sec: 0, Error Val: 196, Error Calc: 196, Error: False, Millideg: 9076, Degrees: 9
System timestamp: 2022-01-31 21:37:39.095304, Packet Type: 00, Millisec: 305, Sec: 0, Error Val: 64, Error Calc: 64, Error: False, Millideg: 9705, Degrees: 9
System timestamp: 2022-01-31 21:37:39.095304, Packet Type: 00, Millisec: 310, Sec: 0, Error Val: 121, Error Calc: 121, Error: False, Millideg: 9756, Degrees: 9
System timestamp: 2022-01-31 21:37:39.096304, Packet Type: 00, Millisec: 315, Sec: 0, Error Val: 80, Error Calc: 80, Error: False, Millideg: 9711, Degrees: 9
System timestamp: 2022-01-31 21:37:39.096304, Packet Type: 00, Millisec: 320, Sec: 0, Error Val: 44, Error Calc: 44, Error: False, Millideg: 9160, Degrees: 9
System timestamp: 2022-01-31 21:37:39.097304, Packet Type: 00, Millisec: 325, Sec: 0, Error Val: 83, Error Calc: 83, Error: False, Millideg: 9194, Degrees: 9
System timestamp: 2022-01-31 21:37:39.097304, Packet Type: 00, Millisec: 330, Sec: 0, Error Val: 118, Error Calc: 118, Error: False, Millideg: 9478, Degrees: 9
System timestamp: 2022-01-31 21:37:39.098304, Packet Type: 00, Millisec: 335, Sec: 0, Error Val: 229, Error Calc: 229, Error: False, Millideg: 9584, Degrees: 9
System timestamp: 2022-01-31 21:37:39.098304, Packet Type: 00, Millisec: 340, Sec: 0, Error Val: 228, Error Calc: 228, Error: False, Millideg: 9068, Degrees: 9
System timestamp: 2022-01-31 21:37:39.099304, Packet Type: 00, Millisec: 345, Sec: 0, Error Val: 245, Error Calc: 245, Error: False, Millideg: 9080, Degrees: 9
System timestamp: 2022-01-31 21:37:39.099304, Packet Type: 00, Millisec: 350, Sec: 0, Error Val: 26, Error Calc: 26, Error: False, Millideg: 9877, Degrees: 9
System timestamp: 2022-01-31 21:37:39.100304, Packet Type: 00, Millisec: 355, Sec: 0, Error Val: 99, Error Calc: 99, Error: False, Millideg: 9945, Degrees: 9
System timestamp: 2022-01-31 21:37:39.100304, Packet Type: 00, Millisec: 360, Sec: 0, Error Val: 253, Error Calc: 253, Error: False, Millideg: 9328, Degrees: 9
System timestamp: 2022-01-31 21:37:39.101304, Packet Type: 00, Millisec: 365, Sec: 0, Error Val: 102, Error Calc: 102, Error: False, Millideg: 9428, Degrees: 9
System timestamp: 2022-01-31 21:37:39.101304, Packet Type: 00, Millisec: 370, Sec: 0, Error Val: 88, Error Calc: 88, Error: False, Millideg: 9154, Degrees: 9
System timestamp: 2022-01-31 21:37:39.102304, Packet Type: 00, Millisec: 375, Sec: 0, Error Val: 108, Error Calc: 108, Error: False, Millideg: 9934, Degrees: 9
System timestamp: 2022-01-31 21:37:39.102304, Packet Type: 00, Millisec: 380, Sec: 0, Error Val: 67, Error Calc: 67, Error: False, Millideg: 9123, Degrees: 9
System timestamp: 2022-01-31 21:37:39.103304, Packet Type: 00, Millisec: 385, Sec: 0, Error Val: 4, Error Calc: 4, Error: False, Millideg: 9055, Degrees: 9
System timestamp: 2022-01-31 21:37:39.103304, Packet Type: 00, Millisec: 390, Sec: 0, Error Val: 85, Error Calc: 85, Error: False, Millideg: 9131, Degrees: 9
System timestamp: 2022-01-31 21:37:39.104304, Packet Type: 00, Millisec: 395, Sec: 0, Error Val: 157, Error Calc: 157, Error: False, Millideg: 9963, Degrees: 9
System timestamp: 2022-01-31 21:37:39.104304, Packet Type: 00, Millisec: 400, Sec: 0, Error Val: 38, Error Calc: 38, Error: False, Millideg: 9329, Degrees: 9
System timestamp: 2022-01-31 21:37:39.105304, Packet Type: 00, Millisec: 405, Sec: 0, Error Val: 202, Error Calc: 202, Error: False, Millideg: 9487, Degrees: 9
System timestamp: 2022-01-31 21:37:39.105304, Packet Type: 00, Millisec: 410, Sec: 0, Error Val: 249, Error Calc: 249, Error: False, Millideg: 9274, Degrees: 9
System timestamp: 2022-01-31 21:37:39.106302, Packet Type: 00, Millisec: 415, Sec: 0, Error Val: 21, Error Calc: 21, Error: False, Millideg: 9297, Degrees: 9
System timestamp: 2022-01-31 21:37:39.106302, Packet Type: 00, Millisec: 420, Sec: 0, Error Val: 185, Error Calc: 185, Error: False, Millideg: 9201, Degrees: 9
System timestamp: 2022-01-31 21:37:39.107302, Packet Type: 00, Millisec: 425, Sec: 0, Error Val: 60, Error Calc: 60, Error: False, Millideg: 9836, Degrees: 9
System timestamp: 2022-01-31 21:37:39.107302, Packet Type: 00, Millisec: 430, Sec: 0, Error Val: 165, Error Calc: 165, Error: False, Millideg: 9936, Degrees: 9
System timestamp: 2022-01-31 21:37:39.108301, Packet Type: 00, Millisec: 435, Sec: 0, Error Val: 90, Error Calc: 90, Error: False, Millideg: 9856, Degrees: 9
System timestamp: 2022-01-31 21:37:39.108301, Packet Type: 00, Millisec: 440, Sec: 0, Error Val: 64, Error Calc: 64, Error: False, Millideg: 9570, Degrees: 9
System timestamp: 2022-01-31 21:37:39.109302, Packet Type: 00, Millisec: 445, Sec: 0, Error Val: 39, Error Calc: 39, Error: False, Millideg: 9540, Degrees: 9
System timestamp: 2022-01-31 21:37:39.109302, Packet Type: 00, Millisec: 450, Sec: 0, Error Val: 228, Error Calc: 228, Error: False, Millideg: 9469, Degrees: 9
System timestamp: 2022-01-31 21:37:39.110303, Packet Type: 00, Millisec: 455, Sec: 0, Error Val: 167, Error Calc: 167, Error: False, Millideg: 9148, Degrees: 9
System timestamp: 2022-01-31 21:37:39.110303, Packet Type: 00, Millisec: 460, Sec: 0, Error Val: 237, Error Calc: 237, Error: False, Millideg: 9723, Degrees: 9
System timestamp: 2022-01-31 21:37:39.111303, Packet Type: 00, Millisec: 465, Sec: 0, Error Val: 22, Error Calc: 22, Error: False, Millideg: 9248, Degrees: 9
System timestamp: 2022-01-31 21:37:39.111303, Packet Type: 00, Millisec: 470, Sec: 0, Error Val: 38, Error Calc: 38, Error: False, Millideg: 9004, Degrees: 9
System timestamp: 2022-01-31 21:37:39.112302, Packet Type: 00, Millisec: 475, Sec: 0, Error Val: 69, Error Calc: 69, Error: False, Millideg: 9795, Degrees: 9
System timestamp: 2022-01-31 21:37:39.112302, Packet Type: 00, Millisec: 480, Sec: 0, Error Val: 198, Error Calc: 198, Error: False, Millideg: 9409, Degrees: 9
System timestamp: 2022-01-31 21:37:39.113304, Packet Type: 00, Millisec: 485, Sec: 0, Error Val: 243, Error Calc: 243, Error: False, Millideg: 9959, Degrees: 9
System timestamp: 2022-01-31 21:37:39.113304, Packet Type: 00, Millisec: 490, Sec: 0, Error Val: 16, Error Calc: 16, Error: False, Millideg: 9983, Degrees: 9
System timestamp: 2022-01-31 21:37:39.114303, Packet Type: 00, Millisec: 495, Sec: 0, Error Val: 4, Error Calc: 4, Error: False, Millideg: 9966, Degrees: 9
System timestamp: 2022-01-31 21:37:39.114303, Packet Type: 00, Millisec: 500, Sec: 0, Error Val: 125, Error Calc: 125, Error: False, Millideg: 9826, Degrees: 9
System timestamp: 2022-01-31 21:37:39.115303, Packet Type: 00, Millisec: 505, Sec: 0, Error Val: 188, Error Calc: 188, Error: False, Millideg: 9119, Degrees: 9
System timestamp: 2022-01-31 21:37:39.115303, Packet Type: 00, Millisec: 510, Sec: 0, Error Val: 157, Error Calc: 157, Error: False, Millideg: 9083, Degrees: 9
System timestamp: 2022-01-31 21:37:39.116301, Packet Type: 00, Millisec: 515, Sec: 0, Error Val: 4, Error Calc: 4, Error: False, Millideg: 9690, Degrees: 9
System timestamp: 2022-01-31 21:37:39.116301, Packet Type: 00, Millisec: 520, Sec: 0, Error Val: 90, Error Calc: 90, Error: False, Millideg: 9005, Degrees: 9
System timestamp: 2022-01-31 21:37:39.117302, Packet Type: 00, Millisec: 525, Sec: 0, Error Val: 191, Error Calc: 191, Error: False, Millideg: 9611, Degrees: 9
System timestamp: 2022-01-31 21:37:39.117302, Packet Type: 00, Millisec: 530, Sec: 0, Error Val: 142, Error Calc: 142, Error: False, Millideg: 9557, Degrees: 9
System timestamp: 2022-01-31 21:37:39.118302, Packet Type: 00, Millisec: 535, Sec: 0, Error Val: 53, Error Calc: 53, Error: False, Millideg: 9464, Degrees: 9
System timestamp: 2022-01-31 21:37:39.118302, Packet Type: 00, Millisec: 540, Sec: 0, Error Val: 45, Error Calc: 45, Error: False, Millideg: 9961, Degrees: 9
System timestamp: 2022-01-31 21:37:39.119301, Packet Type: 00, Millisec: 545, Sec: 0, Error Val: 54, Error Calc: 54, Error: False, Millideg: 9455, Degrees: 9
System timestamp: 2022-01-31 21:37:39.119301, Packet Type: 00, Millisec: 550, Sec: 0, Error Val: 18, Error Calc: 18, Error: False, Millideg: 9669, Degrees: 9
System timestamp: 2022-01-31 21:37:39.120303, Packet Type: 00, Millisec: 555, Sec: 0, Error Val: 61, Error Calc: 61, Error: False, Millideg: 9707, Degrees: 9
System timestamp: 2022-01-31 21:37:39.120303, Packet Type: 00, Millisec: 560, Sec: 0, Error Val: 237, Error Calc: 237, Error: False, Millideg: 9622, Degrees: 9
System timestamp: 2022-01-31 21:37:39.121303, Packet Type: 00, Millisec: 565, Sec: 0, Error Val: 5, Error Calc: 5, Error: False, Millideg: 9386, Degrees: 9
System timestamp: 2022-01-31 21:37:39.121303, Packet Type: 00, Millisec: 570, Sec: 0, Error Val: 21, Error Calc: 21, Error: False, Millideg: 9142, Degrees: 9
System timestamp: 2022-01-31 21:37:39.122306, Packet Type: 00, Millisec: 575, Sec: 0, Error Val: 198, Error Calc: 198, Error: False, Millideg: 9313, Degrees: 9
System timestamp: 2022-01-31 21:37:39.122306, Packet Type: 00, Millisec: 580, Sec: 0, Error Val: 25, Error Calc: 25, Error: False, Millideg: 9646, Degrees: 9
System timestamp: 2022-01-31 21:37:39.123307, Packet Type: 00, Millisec: 585, Sec: 0, Error Val: 95, Error Calc: 95, Error: False, Millideg: 9456, Degrees: 9
System timestamp: 2022-01-31 21:37:39.123307, Packet Type: 00, Millisec: 590, Sec: 0, Error Val: 160, Error Calc: 160, Error: False, Millideg: 9770, Degrees: 9
System timestamp: 2022-01-31 21:37:39.124307, Packet Type: 00, Millisec: 595, Sec: 0, Error Val: 8, Error Calc: 8, Error: False, Millideg: 9614, Degrees: 9
System timestamp: 2022-01-31 21:37:39.124307, Packet Type: 00, Millisec: 600, Sec: 0, Error Val: 189, Error Calc: 189, Error: False, Millideg: 9024, Degrees: 9
System timestamp: 2022-01-31 21:37:39.125307, Packet Type: 00, Millisec: 605, Sec: 0, Error Val: 182, Error Calc: 182, Error: False, Millideg: 9522, Degrees: 9
System timestamp: 2022-01-31 21:37:39.125307, Packet Type: 00, Millisec: 610, Sec: 0, Error Val: 234, Error Calc: 234, Error: False, Millideg: 9059, Degrees: 9
System timestamp: 2022-01-31 21:37:39.126306, Packet Type: 00, Millisec: 615, Sec: 0, Error Val: 86, Error Calc: 86, Error: False, Millideg: 9927, Degrees: 9
System timestamp: 2022-01-31 21:37:39.126306, Packet Type: 00, Millisec: 620, Sec: 0, Error Val: 55, Error Calc: 55, Error: False, Millideg: 9126, Degrees: 9
System timestamp: 2022-01-31 21:37:39.127306, Packet Type: 00, Millisec: 625, Sec: 0, Error Val: 127, Error Calc: 127, Error: False, Millideg: 9703, Degrees: 9
System timestamp: 2022-01-31 21:37:39.127306, Packet Type: 00, Millisec: 630, Sec: 0, Error Val: 232, Error Calc: 232, Error: False, Millideg: 9802, Degrees: 9
System timestamp: 2022-01-31 21:37:39.128305, Packet Type: 00, Millisec: 635, Sec: 0, Error Val: 61, Error Calc: 61, Error: False, Millideg: 9372, Degrees: 9
System timestamp: 2022-01-31 21:37:39.128305, Packet Type: 00, Millisec: 640, Sec: 0, Error Val: 28, Error Calc: 28, Error: False, Millideg: 9844, Degrees: 9
System timestamp: 2022-01-31 21:37:39.129302, Packet Type: 00, Millisec: 645, Sec: 0, Error Val: 36, Error Calc: 36, Error: False, Millideg: 9847, Degrees: 9
System timestamp: 2022-01-31 21:37:39.130302, Packet Type: 00, Millisec: 650, Sec: 0, Error Val: 120, Error Calc: 120, Error: False, Millideg: 9161, Degrees: 9
System timestamp: 2022-01-31 21:37:39.131303, Packet Type: 00, Millisec: 655, Sec: 0, Error Val: 94, Error Calc: 94, Error: False, Millideg: 9385, Degrees: 9
System timestamp: 2022-01-31 21:37:39.131303, Packet Type: 00, Millisec: 660, Sec: 0, Error Val: 158, Error Calc: 158, Error: False, Millideg: 9954, Degrees: 9
System timestamp: 2022-01-31 21:37:39.132304, Packet Type: 00, Millisec: 665, Sec: 0, Error Val: 0, Error Calc: 0, Error: False, Millideg: 9026, Degrees: 9
System timestamp: 2022-01-31 21:37:39.133304, Packet Type: 00, Millisec: 670, Sec: 0, Error Val: 44, Error Calc: 44, Error: False, Millideg: 9065, Degrees: 9
System timestamp: 2022-01-31 21:37:39.133304, Packet Type: 00, Millisec: 675, Sec: 0, Error Val: 77, Error Calc: 77, Error: False, Millideg: 9858, Degrees: 9
System timestamp: 2022-01-31 21:37:39.134304, Packet Type: 00, Millisec: 680, Sec: 0, Error Val: 223, Error Calc: 223, Error: False, Millideg: 9233, Degrees: 9
System timestamp: 2022-01-31 21:37:39.134304, Packet Type: 00, Millisec: 685, Sec: 0, Error Val: 224, Error Calc: 224, Error: False, Millideg: 9994, Degrees: 9
System timestamp: 2022-01-31 21:37:39.135307, Packet Type: 00, Millisec: 690, Sec: 0, Error Val: 39, Error Calc: 39, Error: False, Millideg: 9040, Degrees: 9
System timestamp: 2022-01-31 21:37:39.135307, Packet Type: 00, Millisec: 695, Sec: 0, Error Val: 229, Error Calc: 229, Error: False, Millideg: 9224, Degrees: 9
System timestamp: 2022-01-31 21:37:39.136303, Packet Type: 00, Millisec: 700, Sec: 0, Error Val: 32, Error Calc: 32, Error: False, Millideg: 9023, Degrees: 9
System timestamp: 2022-01-31 21:37:39.136303, Packet Type: 00, Millisec: 705, Sec: 0, Error Val: 70, Error Calc: 70, Error: False, Millideg: 9821, Degrees: 9
System timestamp: 2022-01-31 21:37:39.137303, Packet Type: 00, Millisec: 710, Sec: 0, Error Val: 91, Error Calc: 91, Error: False, Millideg: 9072, Degrees: 9
System timestamp: 2022-01-31 21:37:39.138302, Packet Type: 00, Millisec: 715, Sec: 0, Error Val: 110, Error Calc: 110, Error: False, Millideg: 9341, Degrees: 9
System timestamp: 2022-01-31 21:37:39.138302, Packet Type: 00, Millisec: 720, Sec: 0, Error Val: 106, Error Calc: 106, Error: False, Millideg: 9842, Degrees: 9
System timestamp: 2022-01-31 21:37:39.139301, Packet Type: 00, Millisec: 725, Sec: 0, Error Val: 178, Error Calc: 178, Error: False, Millideg: 9144, Degrees: 9
System timestamp: 2022-01-31 21:37:39.139301, Packet Type: 00, Millisec: 730, Sec: 0, Error Val: 199, Error Calc: 199, Error: False, Millideg: 9415, Degrees: 9
System timestamp: 2022-01-31 21:37:39.140301, Packet Type: 00, Millisec: 735, Sec: 0, Error Val: 23, Error Calc: 23, Error: False, Millideg: 9489, Degrees: 9
System timestamp: 2022-01-31 21:37:39.140301, Packet Type: 00, Millisec: 740, Sec: 0, Error Val: 72, Error Calc: 72, Error: False, Millideg: 9533, Degrees: 9
System timestamp: 2022-01-31 21:37:39.141301, Packet Type: 00, Millisec: 745, Sec: 0, Error Val: 123, Error Calc: 123, Error: False, Millideg: 9324, Degrees: 9
System timestamp: 2022-01-31 21:37:39.141301, Packet Type: 01, Millisec: 750, Sec: 0, Error Val: 241, Error Calc: 241, Error: False, State: 0
System timestamp: 2022-01-31 21:37:39.142301, Packet Type: 00, Millisec: 750, Sec: 0, Error Val: 0, Error Calc: 0, Error: False, Millideg: 17102, Degrees: 17
System timestamp: 2022-01-31 21:37:39.142301, Packet Type: 00, Millisec: 755, Sec: 0, Error Val: 74, Error Calc: 74, Error: False, Millideg: 16660, Degrees: 16
System timestamp: 2022-01-31 21:37:39.143301, Packet Type: 00, Millisec: 760, Sec: 0, Error Val: 122, Error Calc: 122, Error: False, Millideg: 17978, Degrees: 17
System timestamp: 2022-01-31 21:37:39.143301, Packet Type: 00, Millisec: 765, Sec: 0, Error Val: 223, Error Calc: 223, Error: False, Millideg: 16034, Degrees: 16
System timestamp: 2022-01-31 21:37:39.144302, Packet Type: 00, Millisec: 770, Sec: 0, Error Val: 91, Error Calc: 91, Error: False, Millideg: 16916, Degrees: 16
System timestamp: 2022-01-31 21:37:39.144302, Packet Type: 00, Millisec: 775, Sec: 0, Error Val: 5, Error Calc: 5, Error: False, Millideg: 17846, Degrees: 17
System timestamp: 2022-01-31 21:37:39.145303, Packet Type: 00, Millisec: 780, Sec: 0, Error Val: 17, Error Calc: 17, Error: False, Millideg: 17088, Degrees: 17
System timestamp: 2022-01-31 21:37:39.145303, Packet Type: 00, Millisec: 785, Sec: 0, Error Val: 173, Error Calc: 173, Error: False, Millideg: 16218, Degrees: 16
System timestamp: 2022-01-31 21:37:39.146303, Packet Type: 00, Millisec: 790, Sec: 0, Error Val: 22, Error Calc: 22, Error: False, Millideg: 16063, Degrees: 16
System timestamp: 2022-01-31 21:37:39.146303, Packet Type: 00, Millisec: 795, Sec: 0, Error Val: 72, Error Calc: 72, Error: False, Millideg: 17383, Degrees: 17
